name,place_id,RY,Monday F,Tuesday F,Wednesday F,Thursday F,Friday F,Saturday F,Sunday F,Total F,Conclusion,categories_yelp,types,geometry_location_lng,geometry_location_lat
Yorgo's Greek Food & Pizza,ChIJ-z0itO8GzkwRXwuoyIC1uR4,2020-05-25,-7,-7,-7,-7,-3,-7,0,-38,Remained Open,"Greek, Salad, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7408652,45.3625933
Yorgo's Greek Food & Pizza,ChIJ-z0itO8GzkwRXwuoyIC1uR4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Greek, Salad, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.7408652,45.3625933
Starbucks,ChIJ-Z8a5wH_zUwRKgDNs8RWPyc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.8678001,45.2867138
Starbucks,ChIJ-Z8a5wH_zUwRKgDNs8RWPyc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.8678001,45.2867138
Subway,ChIJ-Z8a5wH_zUwRQubmMBYzHV0,2020-05-25,-5,-5,-5,-5,-5,-6,-4,-35,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.8683846,45.286252
Subway,ChIJ-Z8a5wH_zUwRQubmMBYzHV0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.8683846,45.286252
Milano Pizza,ChIJ-ZJdCX2J0UwRf26FMI_ioQM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.3555427,45.4352011
Milano Pizza,ChIJ-ZJdCX2J0UwRf26FMI_ioQM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.3555427,45.4352011
Cedars & Co. Food Market,ChIJ-ZjrCOYFzkwRNHTOOmijxc8,2020-05-25,-1,-1,-1,-1,-1,-1,-1,-7,Remained Open,Grocery,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.6800158,45.3908696
Cedars & Co. Food Market,ChIJ-ZjrCOYFzkwRNHTOOmijxc8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Grocery,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.6800158,45.3908696
Pharmasave Ogilvie Square,ChIJ-Zk3A9kPzkwRUOPU3xS946k,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5958086,45.446153
Pharmasave Ogilvie Square,ChIJ-Zk3A9kPzkwRUOPU3xS946k,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5958086,45.446153
pizza joanna,ChIJ-zM7Gf8azkwRKaDcmryvZWw,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.6557803,45.4920324
pizza joanna,ChIJ-zM7Gf8azkwRKaDcmryvZWw,2020-05-27,0,0,0,-0.016666667,-0.016666667,-0.016666667,0,-0.05,Remained Open,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.6557803,45.4920324
McDonald's,ChIJ-ZRDQ9gPzkwR_CZCrZgSdjI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.5890908,45.449129
McDonald's,ChIJ-ZRDQ9gPzkwR_CZCrZgSdjI,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.5890908,45.449129
LONE STAR TEXAS GRILL,ChIJ__-_PGEGzkwRpsOpAUgtZRc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Tex-Mex, Burgers, Steakhouses","restaurant,food,point of interest,establishment",-75.7172098,45.3705807
LONE STAR TEXAS GRILL,ChIJ__-_PGEGzkwRpsOpAUgtZRc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Tex-Mex, Burgers, Steakhouses","restaurant,food,point of interest,establishment",-75.7172098,45.3705807
Clinique Santé Samy Adjaoud et Ranim Boulos - Pharmacie affiliée,ChIJ__-_WWcDzkwR2wH6NYGfqes,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.7420038,45.4471964
Clinique Santé Samy Adjaoud et Ranim Boulos - Pharmacie affiliée,ChIJ__-_WWcDzkwR2wH6NYGfqes,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.7420038,45.4471964
The Waverley Elgin,ChIJ__-bOa8FzkwRgI4oooxZTv4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"bar,restaurant,food,point of interest,establishment",-75.688339,45.4158585
The Waverley Elgin,ChIJ__-bOa8FzkwRgI4oooxZTv4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"bar,restaurant,food,point of interest,establishment",-75.688339,45.4158585
Thai Express,ChIJ____75QIzkwRfjsxBwvZOsg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Sushi Bars, Japanese","restaurant,food,point of interest,establishment",-75.6577678,45.3593801
Thai Express,ChIJ____75QIzkwRfjsxBwvZOsg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Sushi Bars, Japanese","restaurant,food,point of interest,establishment",-75.6577678,45.3593801
Maxi Maxi Hull - Nouveau! Le magasinage en ligne est maintenant disponible,ChIJ____gpsEzkwRzB2_SM6rn2w,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7317851,45.4390712
Maxi Maxi Hull - Nouveau! Le magasinage en ligne est maintenant disponible,ChIJ____gpsEzkwRzB2_SM6rn2w,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7317851,45.4390712
Precise Pharmacy,ChIJ____mqL_zUwRp0xTR-PRjK8,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.8886836,45.2973131
Precise Pharmacy,ChIJ____mqL_zUwRp0xTR-PRjK8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.8886836,45.2973131
El Mazaj,ChIJ____OC8QzkwRvWE79l20EaM,2020-05-25,0,-1,-1,-6,-7,-7,2,-20,Remained Open,"Hookah Bars, Middle Eastern","restaurant,food,point of interest,establishment",-75.5877173,45.4528235
El Mazaj,ChIJ____OC8QzkwRvWE79l20EaM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Hookah Bars, Middle Eastern","restaurant,food,point of interest,establishment",-75.5877173,45.4528235
Loblaw pharmacy,ChIJ____oJQIzkwRBGUB5lYi_54,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6567084,45.3574242
Loblaw pharmacy,ChIJ____oJQIzkwRBGUB5lYi_54,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6567084,45.3574242
Burger Lovers,ChIJ___P8AUFzkwRBG5Hjsn93Wk,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Burgers,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6816572,45.4260484
Burger Lovers,ChIJ___P8AUFzkwRBG5Hjsn93Wk,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Burgers,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6816572,45.4260484
Mexicali Rosa's,ChIJ__8_4tUTzkwRS8QgjVPgzVs,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Mexican,"restaurant,food,point of interest,establishment",-75.5102345,45.4800686
Mexicali Rosa's,ChIJ__8_4tUTzkwRS8QgjVPgzVs,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Mexican,"restaurant,food,point of interest,establishment",-75.5102345,45.4800686
Brew It Boutique - Orleans,ChIJ__8_4tUTzkwRTVuoJqaAS7M,2020-05-25,-4,-4,-9,-4,-4,-3,-6,-34,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.510325,45.4799999
Brew It Boutique - Orleans,ChIJ__8_4tUTzkwRTVuoJqaAS7M,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.510325,45.4799999
Loblaw pharmacy,ChIJ__8_e4IRzkwRdOaVyPNn2Z4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5227826,45.4764746
Loblaw pharmacy,ChIJ__8_e4IRzkwRdOaVyPNn2Z4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.5227826,45.4764746
Roast N Curries,ChIJ__8_qqwFzkwRZlpNo2_SKjI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Indian,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6981618,45.4176842
Roast N Curries,ChIJ__8_qqwFzkwRZlpNo2_SKjI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Indian,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6981618,45.4176842
The Cameron,ChIJ__8LXecFzkwRAnriASPVfHA,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6867907,45.3887128
The Cameron,ChIJ__8LXecFzkwRAnriASPVfHA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6867907,45.3887128
Milano Pizzeria,ChIJ__8PIQ8bzkwREF6CR-S0vuI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.676767,45.491504
Milano Pizzeria,ChIJ__8PIQ8bzkwREF6CR-S0vuI,2020-05-27,0,0,0,0,-0.016666667,0,0,-0.016666667,Remained Open,NA,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.676767,45.491504
Presotea,ChIJ__9LwwMFzkwRzWEkvZZf3gs,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Bubble Tea,"cafe,food,point of interest,establishment",-75.6893273,45.4270942
Presotea,ChIJ__9LwwMFzkwRzWEkvZZf3gs,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Bubble Tea,"cafe,food,point of interest,establishment",-75.6893273,45.4270942
Alirang,ChIJ__9zEfoGzkwRyTuXN6Sz60M,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Korean,"restaurant,food,point of interest,establishment",-75.7355016,45.3594829
Alirang,ChIJ__9zEfoGzkwRyTuXN6Sz60M,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Korean,"restaurant,food,point of interest,establishment",-75.7355016,45.3594829
Milano Pizzeria,ChIJ__MY7YXjzUwRlDjNCeiFc3I,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6773605,45.2339821
Milano Pizzeria,ChIJ__MY7YXjzUwRlDjNCeiFc3I,2020-05-27,0,0,0,0,-0.016666667,0,0,-0.016666667,Remained Open,Pizza,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6773605,45.2339821
Anna Thai Cuisine,ChIJ_0_xgT0EzkwRFwtGWgcbSmM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.7323056,45.4006417
Anna Thai Cuisine,ChIJ_0_xgT0EzkwRFwtGWgcbSmM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.7323056,45.4006417
Casse-Croûte chez Ti-Ray,ChIJ_1LjmYzp0UwR9EC6wsOkO54,2020-05-25,-10,-10,-1.5,-1,-1,-1,-1.5,-26,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.041729,45.6383979
Casse-Croûte chez Ti-Ray,ChIJ_1LjmYzp0UwR9EC6wsOkO54,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.041729,45.6383979
Tim Hortons,ChIJ_1wK5LEFzkwR7rUvjiu0QcM,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,NA,"cafe,food,point of interest,establishment",-75.6935794,45.411633
Tim Hortons,ChIJ_1wK5LEFzkwR7rUvjiu0QcM,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.6935794,45.411633
Lumbertown Ale House,ChIJ_29RIdaL0UwRKNhmrYjT3F0,2020-05-25,-7,-6,-11,-11,-9,-9,-6,-59,Remained Open,Gastropubs,"bar,restaurant,food,point of interest,establishment",-76.3539185,45.4337662
Lumbertown Ale House,ChIJ_29RIdaL0UwRKNhmrYjT3F0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Gastropubs,"bar,restaurant,food,point of interest,establishment",-76.3539185,45.4337662
Medical Pharmacy,ChIJ_3AhJboGzkwRjokFmhMpzD0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.7551329,45.3776623
Medical Pharmacy,ChIJ_3AhJboGzkwRjokFmhMpzD0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.7551329,45.3776623
Bento Sushi,ChIJ_3HHIdvhzUwReHmTrYjzHl0,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.557103,45.2637388
Bento Sushi,ChIJ_3HHIdvhzUwReHmTrYjzHl0,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.557103,45.2637388
Khao Thai Restaurant,ChIJ_3mQbv0EzkwRflSQHIgsspE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.6931803,45.4299858
Khao Thai Restaurant,ChIJ_3mQbv0EzkwRflSQHIgsspE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.6931803,45.4299858
Starbucks,ChIJ_4BdOpwB0kwR_CpKjOhQkuA,2020-05-25,-0.5,-0.5,-0.5,-0.5,-1,-1,-1,-5,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.91643,45.3085289
Starbucks,ChIJ_4BdOpwB0kwR_CpKjOhQkuA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.91643,45.3085289
Blue Nile Ethiopian,ChIJ_5LLaLMFzkwRV0z54YkKSVo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Ethiopian,"restaurant,food,point of interest,establishment",-75.704332,45.407771
Blue Nile Ethiopian,ChIJ_5LLaLMFzkwRV0z54YkKSVo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Ethiopian,"restaurant,food,point of interest,establishment",-75.704332,45.407771
Pharmasave Equinelle,ChIJ_6e1QFHqzUwREpmgDkyHvjI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.676167,45.0429083
Pharmasave Equinelle,ChIJ_6e1QFHqzUwREpmgDkyHvjI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.676167,45.0429083
Zesty Market,ChIJ_8vGMakFzkwReDeX0S0UwxM,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,Convenience Stores,"convenience store,atm,finance,restaurant,food,point of interest,store,establishment",-75.6900994,45.4172478
Zesty Market,ChIJ_8vGMakFzkwReDeX0S0UwxM,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Convenience Stores,"convenience store,atm,finance,restaurant,food,point of interest,store,establishment",-75.6900994,45.4172478
Addis Cafe & Grocery,ChIJ_8xFDzUHzkwRUcNzwvATE5M,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.733571,45.3789354
Addis Cafe & Grocery,ChIJ_8xFDzUHzkwRUcNzwvATE5M,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.733571,45.3789354
Ralph & Sons Diner,ChIJ_9fqQVgAzkwRRXbkSyAe_bo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Breakfast & Brunch, Diners","restaurant,food,point of interest,establishment",-75.8356934,45.3520317
Ralph & Sons Diner,ChIJ_9fqQVgAzkwRRXbkSyAe_bo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Breakfast & Brunch, Diners","restaurant,food,point of interest,establishment",-75.8356934,45.3520317
The Greens,ChIJ_9l0dnIFzkwRQI-B-hIs9mk,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6979739,45.3832936
The Greens,ChIJ_9l0dnIFzkwRQI-B-hIs9mk,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6979739,45.3832936
Cyranos Restaurant,ChIJ_9lJUif-zUwRmVcl9vcLD6w,2020-05-25,-4,3,3,3,4,4,-4,9,Remained Open,"Italian, Mediterranean, Gluten-Free","restaurant,food,point of interest,establishment",-75.8300866,45.3237955
Cyranos Restaurant,ChIJ_9lJUif-zUwRmVcl9vcLD6w,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Italian, Mediterranean, Gluten-Free","restaurant,food,point of interest,establishment",-75.8300866,45.3237955
Pärlé - Bistro ludique,ChIJ_9RhwKEbzkwR0IcI7NbGwEQ,2020-05-25,0,-6.5,-7.5,-7.5,-14,-14,-12,-61.5,Closed Since Last Reference,NA,"restaurant,food,point of interest,establishment",-75.6993002,45.4784046
Pärlé - Bistro ludique,ChIJ_9RhwKEbzkwR0IcI7NbGwEQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.6993002,45.4784046
Shawarma Prince,ChIJ_9VDrkUSzkwRBaIHVQSyqxg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Halal","restaurant,food,point of interest,establishment",-75.486901,45.4607538
Shawarma Prince,ChIJ_9VDrkUSzkwRBaIHVQSyqxg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Halal","restaurant,food,point of interest,establishment",-75.486901,45.4607538
Golden BBQ Grill,ChIJ_a2RUuMPzkwRe-E5XYJPh1w,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Barbeque, American (Traditional)","restaurant,meal delivery,meal takeaway,food,point of interest,establishment",-75.6285181,45.4463937
Golden BBQ Grill,ChIJ_a2RUuMPzkwRe-E5XYJPh1w,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Barbeque, American (Traditional)","restaurant,meal delivery,meal takeaway,food,point of interest,establishment",-75.6285181,45.4463937
Jugo Juice,ChIJ_aBtu8MAzkwRHuSLXI7izQ0,2020-05-25,8,8,8,8,8,8,7,55,Opened Since Last Reference,Shopping Centers,"restaurant,food,point of interest,establishment",-75.8068072,45.3470236
Jugo Juice,ChIJ_aBtu8MAzkwRHuSLXI7izQ0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Shopping Centers,"restaurant,food,point of interest,establishment",-75.8068072,45.3470236
Mr Pretzels,ChIJ_aBtu8MAzkwRkGQgEz34tek,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8068072,45.3470236
Mr Pretzels,ChIJ_aBtu8MAzkwRkGQgEz34tek,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8068072,45.3470236
Fat Les's Canteen & Chips,ChIJ_aCp25rqzUwRsC0L4b0cAn4,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.6537642,45.0243168
Fat Les's Canteen & Chips,ChIJ_aCp25rqzUwRsC0L4b0cAn4,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.6537642,45.0243168
The Whiskey Bar,ChIJ_afI9wIFzkwRIj60KQi9Jd8,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Whiskey Bars,"night club,bar,point of interest,establishment",-75.690599,45.428936
The Whiskey Bar,ChIJ_afI9wIFzkwRIj60KQi9Jd8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Whiskey Bars,"night club,bar,point of interest,establishment",-75.690599,45.428936
Rôtisserie St-Hubert,ChIJ_b1EBIURzkwRequ8lULkS60,2020-05-25,0,0,0,0,0,-1,-1,-2,Remained Open,"Chicken Shop, Barbeque","restaurant,food,point of interest,establishment",-75.5268842,45.4696058
Rôtisserie St-Hubert,ChIJ_b1EBIURzkwRequ8lULkS60,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chicken Shop, Barbeque","restaurant,food,point of interest,establishment",-75.5268842,45.4696058
Capilano Pizzeria,ChIJ_bGwwyHAzUwRUub_y-Wtkas,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.643818,45.0151314
Capilano Pizzeria,ChIJ_bGwwyHAzUwRUub_y-Wtkas,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.643818,45.0151314
Sahara Dunes Shawarma,ChIJ_bnlAif-zUwRUCDPHKfm2a4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Mediterranean","restaurant,food,point of interest,establishment",-75.832131,45.3221319
Sahara Dunes Shawarma,ChIJ_bnlAif-zUwRUCDPHKfm2a4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Mediterranean","restaurant,food,point of interest,establishment",-75.832131,45.3221319
Gogiya Korean BBQ,ChIJ_bsdlhoFzkwRluFC1zMSXd8,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Korean, Barbeque","restaurant,food,point of interest,establishment",-75.6796509,45.4310851
Gogiya Korean BBQ,ChIJ_bsdlhoFzkwRluFC1zMSXd8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Korean, Barbeque","restaurant,food,point of interest,establishment",-75.6796509,45.4310851
Domino's Pizza,ChIJ_byjiHYPzkwRaFwgo-5EI9c,2020-05-25,1,1,1,1,1,1,1,7,Remained Open,"Pizza, Chicken Wings, Sandwiches","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6310612,45.4107723
Domino's Pizza,ChIJ_byjiHYPzkwRaFwgo-5EI9c,2020-05-27,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.116666667,Remained Open,"Pizza, Chicken Wings, Sandwiches","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6310612,45.4107723
Mexican Corn Products Inc,ChIJ_cBr5b4HzkwRWPlhmqkzjwI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.357062,45.3281736
Mexican Corn Products Inc,ChIJ_cBr5b4HzkwRWPlhmqkzjwI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.357062,45.3281736
Chez Leila,ChIJ_ciNHWEFzkwRCEYiXpqXkz0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6435126,45.432318
Chez Leila,ChIJ_ciNHWEFzkwRCEYiXpqXkz0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6435126,45.432318
The VAULT Bistro,ChIJ_cPxHw_lzUwRrZeNSat3qUU,2020-05-25,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-24.5,Remained Open,Bistros,"meal delivery,food,point of interest,establishment",-75.6842905,45.22552
The VAULT Bistro,ChIJ_cPxHw_lzUwRrZeNSat3qUU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Bistros,"meal delivery,food,point of interest,establishment",-75.6842905,45.22552
New China Restaurant,ChIJ_eC-EfwFzkwRWWbj2TzhJt0,2020-05-25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-3.5,Remained Open,"Chinese, Imported Food","restaurant,food,point of interest,establishment",-75.6712425,45.3849618
New China Restaurant,ChIJ_eC-EfwFzkwRWWbj2TzhJt0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Imported Food","restaurant,food,point of interest,establishment",-75.6712425,45.3849618
Apex V2R,ChIJ_eOqUVoHzkwRhO5ZR5ERAKo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"bar,point of interest,establishment",-75.7477338,45.3804901
Apex V2R,ChIJ_eOqUVoHzkwRhO5ZR5ERAKo,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,NA,"bar,point of interest,establishment",-75.7477338,45.3804901
"Happy Lamb Hot Pot, Ottawa 快乐小羊",ChIJ_eT55-QFzkwR9ar6aGxzpys,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Hot Pot, Mongolian","restaurant,food,point of interest,establishment",-75.7375452,45.3566609
"Happy Lamb Hot Pot, Ottawa 快乐小羊",ChIJ_eT55-QFzkwR9ar6aGxzpys,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Hot Pot, Mongolian","restaurant,food,point of interest,establishment",-75.7375452,45.3566609
Montana's,ChIJ_fERya4HzkwRLc7strJEAeQ,2020-05-25,-12,-12,-7,-7,-8,-8,-7,-61,Remained Open,"Canadian (New), Steakhouses, Bars","restaurant,food,point of interest,establishment",-75.7299745,45.3458048
Montana's,ChIJ_fERya4HzkwRLc7strJEAeQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Canadian (New), Steakhouses, Bars","restaurant,food,point of interest,establishment",-75.7299745,45.3458048
Subway,ChIJ_Qdwj6IWzkwRaAJHDxaCHkE,2020-05-25,-2,-2,-3,-3,-3,-2,-2,-17,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.4956091,45.530372
Subway,ChIJ_Qdwj6IWzkwRaAJHDxaCHkE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.4956091,45.530372
Pizza La Différence,ChIJ_Qdwj6IWzkwRbH5znd0n4yM,2020-05-25,-0.5,-0.5,0,-1,-1.5,-1,-0.5,-5,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.4954582,45.5304234
Pizza La Différence,ChIJ_Qdwj6IWzkwRbH5znd0n4yM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.4954582,45.5304234
Burrito Gringo St Laurent,ChIJ_QsyOgcPzkwRYMC17deOcCo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Mexican,"restaurant,food,point of interest,establishment",-75.638426,45.4224769
Burrito Gringo St Laurent,ChIJ_QsyOgcPzkwRYMC17deOcCo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Mexican,"restaurant,food,point of interest,establishment",-75.638426,45.4224769
